,elev,lat,lon,resolution
0,1671.699340820312,-1.82535885,31.13084671,152.7032318115234
1,6.385941982269287,-4.76558728,39.1727956,610.8129272460938
2,1140.921997070312,-3.76636472,33.36240982,152.7032318115234
3,1254.566162109375,-4.22619802,32.62061707,152.7032318115234
4,1154.553344726562,-5.14671181,32.71110001,152.7032318115234
5,1354.148559570312,-1.25705061,30.62699053,152.7032318115234
6,1280.675537109375,-3.2901938,33.79810612,152.7032318115234
7,1146.585083007812,-3.62933335,34.36407268,152.7032318115234
8,1491.294067382812,-1.73536124,31.10425712,152.7032318115234
9,1038.94873046875,-5.79099991,36.1083125,152.7032318115234
10,494.3731079101562,-9.63851993,33.85434473,152.7032318115234
11,1192.004150390625,-4.6479063,35.85837259,152.7032318115234
12,1113.189208984375,-3.83899753,33.34526033,152.7032318115234
13,1364.864013671875,-9.17290468,33.5406067,152.7032318115234
14,498.6806640625,-9.44812238,33.95816322,152.7032318115234
15,1430.4462890625,-1.68065404,30.98302258,152.7032318115234
16,1170.043701171875,-1.56388609,31.45428168,152.7032318115234
17,1387.479614257812,-1.2857798,30.71609028,152.7032318115234
18,1057.286376953125,-8.57578037,34.46222769,152.7032318115234
19,1037.0,-8.60751263,34.24718,152.7032318115234
20,1297.371215820312,-1.35148627,31.79687285,152.7032318115234
21,1303.021240234375,-3.36190077,32.25500494,152.7032318115234
22,1234.451293945312,-3.36161167,33.53890869,152.7032318115234
23,1166.213134765625,-2.37877187,32.18551701,152.7032318115234
24,1313.720947265625,-2.02646851,31.55890304,152.7032318115234
25,1091.245849609375,-5.89186837,35.87817211,152.7032318115234
26,1155.369018554688,-1.19438963,31.45311103,152.7032318115234
27,1156.133911132812,-3.00965923,33.0795039,152.7032318115234
28,1196.802124023438,-3.56601953,33.23583842,152.7032318115234
29,1260.101928710938,-3.26949691,33.69790014,152.7032318115234
30,1210.288696289062,-3.0251057,31.7673009,152.7032318115234
31,1631.592651367188,-9.1306743,33.80508085,152.7032318115234
32,1206.462768554688,-3.26790435,31.48904738,152.7032318115234
33,1855.000610351562,-9.26648533,33.23267014,152.7032318115234
34,1163.730712890625,-6.37279744,36.55702857,152.7032318115234
35,1194.630004882812,-1.08048548,31.66327256,152.7032318115234
36,1163.87646484375,-1.42926609,31.57239755,152.7032318115234
37,1315.61962890625,-2.77016894,31.4647567,152.7032318115234
38,918.2373046875,-9.29061569,33.87310388,152.7032318115234
39,1114.7451171875,-5.06726885,32.071081,152.7032318115234
40,1172.113647460938,-3.77939282,32.95155946,152.7032318115234
41,1243.304077148438,-2.69044203,32.99370088,152.7032318115234
42,1243.233520507812,-2.93012242,31.6012707,152.7032318115234
43,1073.00732421875,-8.68481006,33.86126585,152.7032318115234
44,1209.013305664062,-4.07660522,32.54432125,152.7032318115234
45,1448.846069335938,-9.09504292,32.41352249,152.7032318115234
46,1235.078369140625,-3.06136744,31.19411613,152.7032318115234
47,1240.76708984375,-2.78450823,31.64732214,152.7032318115234
48,503.7871398925781,-9.59608383,33.86084491,152.7032318115234
49,1253.653564453125,-5.41803094,32.78502522,152.7032318115234
50,1260.126098632812,-1.59857903,31.65326799,152.7032318115234
51,1074.953857421875,-8.69424705,34.35839958,152.7032318115234
52,1165.774169921875,-8.77994557,33.78421925,152.7032318115234
53,1878.691528320312,-8.928838699999998,33.54480544,152.7032318115234
54,1170.09130859375,-3.64330972,32.17244285,152.7032318115234
55,1321.032470703125,-3.12214007,34.08915375,152.7032318115234
56,1198.651611328125,-2.54645921,33.16358148,152.7032318115234
57,1307.5322265625,-4.42476057,33.43789893,152.7032318115234
58,1790.259155273438,-9.07440778,33.20344175,152.7032318115234
59,991.5353393554688,-8.43639754,33.01476219,152.7032318115234
60,1147.378295898438,-1.13959123,31.51225219,152.7032318115234
61,2102.19873046875,-8.93211477,33.72402918,152.7032318115234
62,1211.052856445312,-8.82993517,33.85161987,152.7032318115234
63,1112.880249023438,-3.72624692,33.78466711,152.7032318115234
64,1377.14892578125,-2.54922891,30.75176889,152.7032318115234
65,1501.7939453125,-2.5554993,30.49985221,152.7032318115234
66,1221.1123046875,-1.33162743,31.77582328,152.7032318115234
67,1542.837890625,-9.01509636,32.85025146,152.7032318115234
68,499.0,-9.52747959,33.82643865,152.7032318115234
69,1649.931884765625,-9.31914172,33.24244114,152.7032318115234
70,487.1874694824219,-9.61165417,33.93868915,152.7032318115234
71,1202.604614257812,-3.81255032,33.10016187,152.7032318115234
72,1703.943237304688,-9.03216574,33.10623082,152.7032318115234
73,1171.5390625,-3.64794666,32.16614798,152.7032318115234
74,1148.968994140625,-2.84922488,32.91684591,152.7032318115234
75,337.3437194824219,-5.13246175,38.4687019,152.7032318115234
76,1419.703002929688,-8.95920754,33.333789,152.7032318115234
77,1219.5224609375,-4.20136566,33.2773436,152.7032318115234
78,838.8311767578125,-8.568394699999999,33.0591187,152.7032318115234
79,1162.696411132812,-2.47636967,31.73311371,152.7032318115234
80,1143.080688476562,-6.03113722,35.62759083,152.7032318115234
81,41.97651290893555,-4.9549518,39.09126059,610.8129272460938
82,1243.907470703125,-1.31490138,31.80083428,152.7032318115234
83,1213.901000976562,-3.91165507,32.50515031,152.7032318115234
84,1166.905151367188,-1.29523982,31.45223354,152.7032318115234
85,1111.097900390625,-6.32118,35.63768716,152.7032318115234
86,1205.510864257812,-3.75139073,33.0849318,152.7032318115234
87,1208.529663085938,-5.79362559,35.91196769,152.7032318115234
88,1344.492431640625,-8.95958218,33.30381177,152.7032318115234
89,846.36572265625,-9.45005507,33.69121711,152.7032318115234
90,1143.583374023438,-5.630633,32.74750562,152.7032318115234
91,1423.758178710938,-8.81026548,32.71120577,152.7032318115234
92,1210.868896484375,-3.83408324,33.06037263,152.7032318115234
93,92.85930633544922,-4.75461109,39.11013687,610.8129272460938
94,1119.61572265625,-3.76408399,33.83495799,152.7032318115234
95,1137.34912109375,-3.56849388,33.99969741,152.7032318115234
96,1070.497680664062,-5.97347421,35.86593887,152.7032318115234
97,1623.288940429688,-9.24781007,32.6262126,152.7032318115234
98,1687.177734375,-2.50530793,30.51219714,152.7032318115234
99,1199.326538085938,-3.74548548,33.02122705,152.7032318115234
100,530.5814819335938,-9.57524712,33.76897675,152.7032318115234
101,1272.455078125,-4.38908379,33.43091711,152.7032318115234
102,1193.443359375,-3.15255484,31.87632762,152.7032318115234
103,1076.801025390625,-9.3522683,33.59620292,152.7032318115234
104,1631.91162109375,-8.87481184,33.61237059,152.7032318115234
105,494.9288940429688,-9.63286017,33.8783666,152.7032318115234
106,1372.867065429688,-1.28905466,30.71672742,152.7032318115234
107,1047.547973632812,-8.642195599999999,34.29424585,152.7032318115234
108,897.3750610351562,-6.22393508,36.35396378,152.7032318115234
109,1066.880126953125,-5.92990107,36.04584041,152.7032318115234
110,1367.205810546875,-9.32481172,32.94752532,152.7032318115234
111,1217.160888671875,-3.28863325,33.50643109,152.7032318115234
112,1339.48388671875,-3.17625599,34.06791698,152.7032318115234
113,1125.193115234375,-5.63404591,35.70202678,152.7032318115234
114,1156.951293945312,-4.03006799,33.46782217,152.7032318115234
115,1165.216552734375,-6.23339413,36.55763103,152.7032318115234
116,1051.987182617188,-8.61393801,34.33972708,152.7032318115234
117,1546.50927734375,-8.56654494,33.45691647,152.7032318115234
118,1223.493408203125,-2.13334776,31.45298632,152.7032318115234
119,2258.111328125,-8.95106078,33.72743813,152.7032318115234
120,1092.849243164062,-6.22015672,36.41670102,152.7032318115234
121,1128.850708007812,-4.02026539,33.35584599,152.7032318115234
122,1249.305053710938,-4.8807539,33.10638261,152.7032318115234
123,888.2416381835938,-6.17159079,36.23490716,152.7032318115234
124,1307.362426757812,-6.08425531,36.72938267,152.7032318115234
125,1338.901977539062,-7.45825658,33.42849515,152.7032318115234
126,1210.521484375,-4.27140543,32.81860519999999,152.7032318115234
127,1262.51513671875,-2.6736728,33.31855816,152.7032318115234
128,533.3995361328125,-9.44602467,33.82500278,152.7032318115234
129,1158.215576171875,-2.99658524,33.09165496,152.7032318115234
130,1208.3056640625,-3.84954464,32.65185323,152.7032318115234
131,1224.828002929688,-2.8630691,33.64477524,152.7032318115234
132,1348.002807617188,-2.7845813,30.95668868,152.7032318115234
133,1145.048583984375,-2.54770471,32.50846356,152.7032318115234
134,1079.065673828125,-8.70124771,34.3749434,152.7032318115234
135,1238.557861328125,-1.21231446,31.82735182,152.7032318115234
136,1274.070068359375,-8.8435735,33.24888389,152.7032318115234
137,1203.6484375,-3.80931874,33.01279745,152.7032318115234
138,1347.114990234375,-9.17665663,33.54222258,152.7032318115234
139,1136.75048828125,-3.6079163,33.46966096,152.7032318115234
140,1153.36767578125,-1.2126409,31.61498498,152.7032318115234
141,1647.829223632812,-8.75232028,33.44574404,152.7032318115234
142,1230.594604492188,-2.82067589,33.52797453,152.7032318115234
143,874.42138671875,-9.26773755,33.88927158,152.7032318115234
144,1028.834838867188,-8.38308888,33.00045117,152.7032318115234
145,1117.661254882812,-3.83221112,33.81341932,152.7032318115234
146,1122.28369140625,-3.85714836,33.28236873,152.7032318115234
147,1359.539428710938,-1.63276881,31.52611967,152.7032318115234
148,1089.999389648438,-3.79671202,33.46572835,152.7032318115234
149,1443.640502929688,-2.54204907,30.7575028,152.7032318115234
150,1191.9091796875,-3.27751494,32.88151654,152.7032318115234
151,1012.662048339844,-6.4395627,35.59538597,152.7032318115234
